no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,frequency,mood,screen,sms
4,6,2,0.10130832167007593,1167.4969999999996,8988.753,910.479,52.331,0.0,0.0,97.49799999999999,4592.058999999999,0.0,0.0,33.365,0.0,0.0,-0.2,0.6,174.0,6.6,16423.801000356674,0.0
4,6,3,0.1595106409690975,1229.327,6936.512000000001,639.3389999999999,42.218999999999994,0.0,182.451,58.532000000000004,935.381,47.314,0.0,179.02899999999997,0.0,2.0,0.2,0.8,135.0,7.0,17442.14999938011,1.0
5,8,0,0.09837411239050675,1032.7680000000003,10276.750999999998,68.206,43.053999999999995,0.0,0.0,178.819,1919.4709999999998,0.0,235.223,222.89299999999997,0.0,0.0,0.5,0.5,127.0,6.75,21475.354999065392,1.0
5,8,1,0.10130832167007593,1167.4969999999996,8988.753,910.479,52.331,0.0,0.0,97.49799999999999,4592.058999999999,0.0,0.0,33.365,0.0,0.0,-0.2,0.6,174.0,6.6,16423.801000356674,0.0
5,8,2,0.1595106409690975,1229.327,6936.512000000001,639.3389999999999,42.218999999999994,0.0,182.451,58.532000000000004,935.381,47.314,0.0,179.02899999999997,0.0,2.0,0.2,0.8,135.0,7.0,17442.14999938011,1.0
5,8,3,0.09569802163712016,10062.595000000003,866.833,1005.403,89.16600000000001,233.036,0.0,225.951,512.741,1133.009,0.0,301.717,0.0,5.0,-0.6,0.6,88.0,6.4,4923.48899960518,0.0
6,8,0,0.10130832167007593,1167.4969999999996,8988.753,910.479,52.331,0.0,0.0,97.49799999999999,4592.058999999999,0.0,0.0,33.365,0.0,0.0,-0.2,0.6,174.0,6.6,16423.801000356674,0.0
6,8,1,0.1595106409690975,1229.327,6936.512000000001,639.3389999999999,42.218999999999994,0.0,182.451,58.532000000000004,935.381,47.314,0.0,179.02899999999997,0.0,2.0,0.2,0.8,135.0,7.0,17442.14999938011,1.0
6,8,2,0.09569802163712016,10062.595000000003,866.833,1005.403,89.16600000000001,233.036,0.0,225.951,512.741,1133.009,0.0,301.717,0.0,5.0,-0.6,0.6,88.0,6.4,4923.48899960518,0.0
6,8,3,0.06820281010186964,1952.6299999999999,2720.692,1627.429,0.0,0.0,0.0,169.594,472.88800000000003,52.435,0.0,600.6370000000001,0.0,4.0,0.2,1.0,64.0,8.0,8322.6219997406,1.0
7,7,0,0.1595106409690975,1229.327,6936.512000000001,639.3389999999999,42.218999999999994,0.0,182.451,58.532000000000004,935.381,47.314,0.0,179.02899999999997,0.0,2.0,0.2,0.8,135.0,7.0,17442.14999938011,1.0
7,7,1,0.09569802163712016,10062.595000000003,866.833,1005.403,89.16600000000001,233.036,0.0,225.951,512.741,1133.009,0.0,301.717,0.0,5.0,-0.6,0.6,88.0,6.4,4923.48899960518,0.0
7,7,2,0.06820281010186964,1952.6299999999999,2720.692,1627.429,0.0,0.0,0.0,169.594,472.88800000000003,52.435,0.0,600.6370000000001,0.0,4.0,0.2,1.0,64.0,8.0,8322.6219997406,1.0
7,7,3,0.049092970521542004,414.365,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,-0.5,0.75,27.0,7.5,4523.2140009403265,0.0
8,6,0,0.09569802163712016,10062.595000000003,866.833,1005.403,89.16600000000001,233.036,0.0,225.951,512.741,1133.009,0.0,301.717,0.0,5.0,-0.6,0.6,88.0,6.4,4923.48899960518,0.0
8,6,1,0.06820281010186964,1952.6299999999999,2720.692,1627.429,0.0,0.0,0.0,169.594,472.88800000000003,52.435,0.0,600.6370000000001,0.0,4.0,0.2,1.0,64.0,8.0,8322.6219997406,1.0
8,6,2,0.049092970521542004,414.365,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,-0.5,0.75,27.0,7.5,4523.2140009403265,0.0
8,6,3,0.07050548088338955,2961.405,5332.637,1758.9199999999998,41.255,51.176,0.0,268.554,1350.6549999999997,183.381,29.29,210.305,0.0,6.0,0.0,0.6,124.0,7.4,11836.83400034904,0.0
9,6,0,0.06820281010186964,1952.6299999999999,2720.692,1627.429,0.0,0.0,0.0,169.594,472.88800000000003,52.435,0.0,600.6370000000001,0.0,4.0,0.2,1.0,64.0,8.0,8322.6219997406,1.0
9,6,1,0.049092970521542004,414.365,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,-0.5,0.75,27.0,7.5,4523.2140009403265,0.0
9,6,2,0.07050548088338955,2961.405,5332.637,1758.9199999999998,41.255,51.176,0.0,268.554,1350.6549999999997,183.381,29.29,210.305,0.0,6.0,0.0,0.6,124.0,7.4,11836.83400034904,0.0
9,6,3,0.11844324271273599,1385.5170000000003,6095.526000000001,1030.637,547.826,234.741,92.388,121.19000000000001,5040.067000000002,1614.621,0.0,517.636,0.0,1.0,0.2,0.0,190.0,6.0,17173.906002044678,0.0
10,6,0,0.049092970521542004,414.365,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,-0.5,0.75,27.0,7.5,4523.2140009403265,0.0
10,6,1,0.07050548088338955,2961.405,5332.637,1758.9199999999998,41.255,51.176,0.0,268.554,1350.6549999999997,183.381,29.29,210.305,0.0,6.0,0.0,0.6,124.0,7.4,11836.83400034904,0.0
10,6,2,0.11844324271273599,1385.5170000000003,6095.526000000001,1030.637,547.826,234.741,92.388,121.19000000000001,5040.067000000002,1614.621,0.0,517.636,0.0,1.0,0.2,0.0,190.0,6.0,17173.906002044678,0.0
10,6,3,0.10191661063822345,3614.349,6920.155999999999,1343.376,247.777,0.0,90.481,541.541,3428.7920000000004,0.0,0.0,341.371,0.0,4.0,0.5,0.75,226.0,6.5,21358.510999917988,0.0
11,6,0,0.07050548088338955,2961.405,5332.637,1758.9199999999998,41.255,51.176,0.0,268.554,1350.6549999999997,183.381,29.29,210.305,0.0,6.0,0.0,0.6,124.0,7.4,11836.83400034904,0.0
11,6,1,0.11844324271273599,1385.5170000000003,6095.526000000001,1030.637,547.826,234.741,92.388,121.19000000000001,5040.067000000002,1614.621,0.0,517.636,0.0,1.0,0.2,0.0,190.0,6.0,17173.906002044678,0.0
11,6,2,0.10191661063822345,3614.349,6920.155999999999,1343.376,247.777,0.0,90.481,541.541,3428.7920000000004,0.0,0.0,341.371,0.0,4.0,0.5,0.75,226.0,6.5,21358.510999917988,0.0
11,6,3,0.04923847270844108,2321.4640000000018,14438.081999999997,1293.631,76.234,0.0,0.0,213.90199999999996,3154.241000000001,19.082,0.0,182.77200000000002,0.0,4.0,-1.2,0.0,268.0,6.4,21401.835000753403,0.0
12,7,0,0.11844324271273599,1385.5170000000003,6095.526000000001,1030.637,547.826,234.741,92.388,121.19000000000001,5040.067000000002,1614.621,0.0,517.636,0.0,1.0,0.2,0.0,190.0,6.0,17173.906002044678,0.0
12,7,1,0.10191661063822345,3614.349,6920.155999999999,1343.376,247.777,0.0,90.481,541.541,3428.7920000000004,0.0,0.0,341.371,0.0,4.0,0.5,0.75,226.0,6.5,21358.510999917988,0.0
12,7,2,0.04923847270844108,2321.4640000000018,14438.081999999997,1293.631,76.234,0.0,0.0,213.90199999999996,3154.241000000001,19.082,0.0,182.77200000000002,0.0,4.0,-1.2,0.0,268.0,6.4,21401.835000753403,0.0
12,7,3,0.12668931120732582,1957.8289999999997,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.24099999999999,0.0,128.692,0.0,2.0,0.2,0.4,154.0,6.2,12379.411000013355,1.0
13,6,0,0.10191661063822345,3614.349,6920.155999999999,1343.376,247.777,0.0,90.481,541.541,3428.7920000000004,0.0,0.0,341.371,0.0,4.0,0.5,0.75,226.0,6.5,21358.510999917988,0.0
13,6,1,0.04923847270844108,2321.4640000000018,14438.081999999997,1293.631,76.234,0.0,0.0,213.90199999999996,3154.241000000001,19.082,0.0,182.77200000000002,0.0,4.0,-1.2,0.0,268.0,6.4,21401.835000753403,0.0
13,6,2,0.12668931120732582,1957.8289999999997,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.24099999999999,0.0,128.692,0.0,2.0,0.2,0.4,154.0,6.2,12379.411000013355,1.0
13,6,3,0.1190023022034455,15159.189999999995,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.94500000000002,0.0,118.956,0.0,0.0,-0.4,0.6,63.0,6.8,3340.4309999942784,0.0
14,6,0,0.04923847270844108,2321.4640000000018,14438.081999999997,1293.631,76.234,0.0,0.0,213.90199999999996,3154.241000000001,19.082,0.0,182.77200000000002,0.0,4.0,-1.2,0.0,268.0,6.4,21401.835000753403,0.0
14,6,1,0.12668931120732582,1957.8289999999997,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.24099999999999,0.0,128.692,0.0,2.0,0.2,0.4,154.0,6.2,12379.411000013355,1.0
14,6,2,0.1190023022034455,15159.189999999995,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.94500000000002,0.0,118.956,0.0,0.0,-0.4,0.6,63.0,6.8,3340.4309999942784,0.0
14,6,3,0.06440779944246812,4548.662,3355.7430000000013,187.214,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,91.0,6.5,7467.3219997882825,0.0
15,7,0,0.12668931120732582,1957.8289999999997,5481.628,1545.227,0.0,0.0,0.0,176.80100000000002,2086.197,158.24099999999999,0.0,128.692,0.0,2.0,0.2,0.4,154.0,6.2,12379.411000013355,1.0
15,7,1,0.1190023022034455,15159.189999999995,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.94500000000002,0.0,118.956,0.0,0.0,-0.4,0.6,63.0,6.8,3340.4309999942784,0.0
15,7,2,0.06440779944246812,4548.662,3355.7430000000013,187.214,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,91.0,6.5,7467.3219997882825,0.0
15,7,3,0.050670621174317886,927.3769999999998,7355.015000000001,447.12100000000004,46.128,0.0,17.107,170.34799999999998,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,-0.75,0.25,122.0,6.5,9846.380999803543,0.0
16,7,0,0.1190023022034455,15159.189999999995,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.94500000000002,0.0,118.956,0.0,0.0,-0.4,0.6,63.0,6.8,3340.4309999942784,0.0
16,7,1,0.06440779944246812,4548.662,3355.7430000000013,187.214,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,91.0,6.5,7467.3219997882825,0.0
16,7,2,0.050670621174317886,927.3769999999998,7355.015000000001,447.12100000000004,46.128,0.0,17.107,170.34799999999998,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,-0.75,0.25,122.0,6.5,9846.380999803543,0.0
16,7,3,0.07532705826134847,892.6889999999997,9477.553000000002,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,1.0,-0.4,0.6,212.0,6.6,15101.13200187683,0.0
17,7,0,0.06440779944246812,4548.662,3355.7430000000013,187.214,0.0,114.406,0.0,119.12,321.46,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,91.0,6.5,7467.3219997882825,0.0
17,7,1,0.050670621174317886,927.3769999999998,7355.015000000001,447.12100000000004,46.128,0.0,17.107,170.34799999999998,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,-0.75,0.25,122.0,6.5,9846.380999803543,0.0
17,7,2,0.07532705826134847,892.6889999999997,9477.553000000002,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,1.0,-0.4,0.6,212.0,6.6,15101.13200187683,0.0
17,7,3,0.12038411453232874,1638.6170000000004,6177.075999999999,940.7699999999999,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,577.359,0.0,4.0,-0.8,0.6,201.0,7.4,13558.289000988008,0.0
18,7,0,0.050670621174317886,927.3769999999998,7355.015000000001,447.12100000000004,46.128,0.0,17.107,170.34799999999998,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,-0.75,0.25,122.0,6.5,9846.380999803543,0.0
18,7,1,0.07532705826134847,892.6889999999997,9477.553000000002,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,1.0,-0.4,0.6,212.0,6.6,15101.13200187683,0.0
18,7,2,0.12038411453232874,1638.6170000000004,6177.075999999999,940.7699999999999,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,577.359,0.0,4.0,-0.8,0.6,201.0,7.4,13558.289000988008,0.0
18,7,3,0.07896310519489107,715.3549999999997,4881.411,1858.8930000000003,0.0,1.059,23.195,107.91900000000001,1174.7170000000003,0.0,0.0,377.687,0.0,7.0,-0.4,0.8,92.0,7.4,9296.098999261858,0.0
19,7,0,0.07532705826134847,892.6889999999997,9477.553000000002,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0,1.0,-0.4,0.6,212.0,6.6,15101.13200187683,0.0
19,7,1,0.12038411453232874,1638.6170000000004,6177.075999999999,940.7699999999999,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,577.359,0.0,4.0,-0.8,0.6,201.0,7.4,13558.289000988008,0.0
19,7,2,0.07896310519489107,715.3549999999997,4881.411,1858.8930000000003,0.0,1.059,23.195,107.91900000000001,1174.7170000000003,0.0,0.0,377.687,0.0,7.0,-0.4,0.8,92.0,7.4,9296.098999261858,0.0
19,7,3,0.07998620207306051,3369.0309999999995,3336.5920000000015,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,-1.2,0.8,123.0,7.0,10526.846000194553,0.0
20,8,0,0.12038411453232874,1638.6170000000004,6177.075999999999,940.7699999999999,0.0,0.0,0.0,346.654,2826.3500000000004,0.0,0.0,577.359,0.0,4.0,-0.8,0.6,201.0,7.4,13558.289000988008,0.0
20,8,1,0.07896310519489107,715.3549999999997,4881.411,1858.8930000000003,0.0,1.059,23.195,107.91900000000001,1174.7170000000003,0.0,0.0,377.687,0.0,7.0,-0.4,0.8,92.0,7.4,9296.098999261858,0.0
20,8,2,0.07998620207306051,3369.0309999999995,3336.5920000000015,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,-1.2,0.8,123.0,7.0,10526.846000194553,0.0
20,8,3,0.07224906147031818,302.44599999999986,6595.082999999998,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.39199999999994,0.0,0.0,-0.75,0.75,47.0,7.25,11750.809000968926,0.0
21,7,0,0.07896310519489107,715.3549999999997,4881.411,1858.8930000000003,0.0,1.059,23.195,107.91900000000001,1174.7170000000003,0.0,0.0,377.687,0.0,7.0,-0.4,0.8,92.0,7.4,9296.098999261858,0.0
21,7,1,0.07998620207306051,3369.0309999999995,3336.5920000000015,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,-1.2,0.8,123.0,7.0,10526.846000194553,0.0
21,7,2,0.07224906147031818,302.44599999999986,6595.082999999998,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.39199999999994,0.0,0.0,-0.75,0.75,47.0,7.25,11750.809000968926,0.0
21,7,3,0.014021328954370723,447.41499999999996,1096.7949999999996,249.392,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,35.0,8.0,2005.7509992122657,0.0
22,6,0,0.07998620207306051,3369.0309999999995,3336.5920000000015,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,-1.2,0.8,123.0,7.0,10526.846000194553,0.0
22,6,1,0.07224906147031818,302.44599999999986,6595.082999999998,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.39199999999994,0.0,0.0,-0.75,0.75,47.0,7.25,11750.809000968926,0.0
22,6,2,0.014021328954370723,447.41499999999996,1096.7949999999996,249.392,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,35.0,8.0,2005.7509992122657,0.0
22,6,3,0.08388731446988419,961.5809999999999,6486.2840000000015,6265.556,89.32300000000001,0.0,0.0,145.09600000000003,2921.985,29.104,0.0,986.014,0.0,1.0,-1.2,0.6,130.0,7.2,17985.447999238968,1.0
23,7,0,0.07224906147031818,302.44599999999986,6595.082999999998,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.39199999999994,0.0,0.0,-0.75,0.75,47.0,7.25,11750.809000968926,0.0
23,7,1,0.014021328954370723,447.41499999999996,1096.7949999999996,249.392,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,35.0,8.0,2005.7509992122657,0.0
23,7,2,0.08388731446988419,961.5809999999999,6486.2840000000015,6265.556,89.32300000000001,0.0,0.0,145.09600000000003,2921.985,29.104,0.0,986.014,0.0,1.0,-1.2,0.6,130.0,7.2,17985.447999238968,1.0
23,7,3,0.09011215278072525,1596.3559999999995,6224.230999999999,944.5220000000002,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,0.0,8.0,0.0,0.8,134.0,6.4,13585.222998380666,1.0
24,7,0,0.014021328954370723,447.41499999999996,1096.7949999999996,249.392,82.413,0.0,0.0,94.20899999999999,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,35.0,8.0,2005.7509992122657,0.0
24,7,1,0.08388731446988419,961.5809999999999,6486.2840000000015,6265.556,89.32300000000001,0.0,0.0,145.09600000000003,2921.985,29.104,0.0,986.014,0.0,1.0,-1.2,0.6,130.0,7.2,17985.447999238968,1.0
24,7,2,0.09011215278072525,1596.3559999999995,6224.230999999999,944.5220000000002,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,0.0,8.0,0.0,0.8,134.0,6.4,13585.222998380666,1.0
24,7,3,0.1161103361271222,923.613,5175.016,426.73400000000004,0.0,0.0,0.0,40.784,1912.8519999999999,0.0,0.0,223.587,0.0,0.0,0.6,0.4,165.0,7.2,12522.47499895096,1.0
25,7,0,0.08388731446988419,961.5809999999999,6486.2840000000015,6265.556,89.32300000000001,0.0,0.0,145.09600000000003,2921.985,29.104,0.0,986.014,0.0,1.0,-1.2,0.6,130.0,7.2,17985.447999238968,1.0
25,7,1,0.09011215278072525,1596.3559999999995,6224.230999999999,944.5220000000002,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,0.0,8.0,0.0,0.8,134.0,6.4,13585.222998380666,1.0
25,7,2,0.1161103361271222,923.613,5175.016,426.73400000000004,0.0,0.0,0.0,40.784,1912.8519999999999,0.0,0.0,223.587,0.0,0.0,0.6,0.4,165.0,7.2,12522.47499895096,1.0
25,7,3,0.05691785667209682,552.201,11853.338999999998,142.241,0.0,0.0,0.0,53.763000000000005,2107.146,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,100.0,6.6,15018.480000734336,0.0
26,8,0,0.09011215278072525,1596.3559999999995,6224.230999999999,944.5220000000002,13.043,0.0,0.0,110.415,4428.210000000001,8.363,0.0,279.79299999999995,0.0,8.0,0.0,0.8,134.0,6.4,13585.222998380666,1.0
26,8,1,0.1161103361271222,923.613,5175.016,426.73400000000004,0.0,0.0,0.0,40.784,1912.8519999999999,0.0,0.0,223.587,0.0,0.0,0.6,0.4,165.0,7.2,12522.47499895096,1.0
26,8,2,0.05691785667209682,552.201,11853.338999999998,142.241,0.0,0.0,0.0,53.763000000000005,2107.146,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,100.0,6.6,15018.480000734336,0.0
26,8,3,0.09403300669497609,1860.898,5341.656999999999,774.354,119.163,0.0,0.0,47.788999999999994,1993.922,63.873999999999995,0.0,88.68,0.0,1.0,-0.8,0.8,86.0,6.8,13490.728999614708,0.0
27,7,0,0.1161103361271222,923.613,5175.016,426.73400000000004,0.0,0.0,0.0,40.784,1912.8519999999999,0.0,0.0,223.587,0.0,0.0,0.6,0.4,165.0,7.2,12522.47499895096,1.0
27,7,1,0.05691785667209682,552.201,11853.338999999998,142.241,0.0,0.0,0.0,53.763000000000005,2107.146,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,100.0,6.6,15018.480000734336,0.0
27,7,2,0.09403300669497609,1860.898,5341.656999999999,774.354,119.163,0.0,0.0,47.788999999999994,1993.922,63.873999999999995,0.0,88.68,0.0,1.0,-0.8,0.8,86.0,6.8,13490.728999614708,0.0
27,7,3,0.09943191172384026,946.1899999999997,2728.2599999999998,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.79600000000005,0.0,1.0,-0.2,1.0,82.0,7.8,13293.2480006218,0.0
28,8,0,0.05691785667209682,552.201,11853.338999999998,142.241,0.0,0.0,0.0,53.763000000000005,2107.146,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,100.0,6.6,15018.480000734336,0.0
28,8,1,0.09403300669497609,1860.898,5341.656999999999,774.354,119.163,0.0,0.0,47.788999999999994,1993.922,63.873999999999995,0.0,88.68,0.0,1.0,-0.8,0.8,86.0,6.8,13490.728999614708,0.0
28,8,2,0.09943191172384026,946.1899999999997,2728.2599999999998,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.79600000000005,0.0,1.0,-0.2,1.0,82.0,7.8,13293.2480006218,0.0
28,8,3,0.07481624304311597,897.0860000000001,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.7419999999997,0.0,0.0,121.03500000000001,0.0,2.0,-0.25,0.75,89.0,7.25,8343.518000364305,2.0
29,7,0,0.09403300669497609,1860.898,5341.656999999999,774.354,119.163,0.0,0.0,47.788999999999994,1993.922,63.873999999999995,0.0,88.68,0.0,1.0,-0.8,0.8,86.0,6.8,13490.728999614708,0.0
29,7,1,0.09943191172384026,946.1899999999997,2728.2599999999998,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.79600000000005,0.0,1.0,-0.2,1.0,82.0,7.8,13293.2480006218,0.0
29,7,2,0.07481624304311597,897.0860000000001,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.7419999999997,0.0,0.0,121.03500000000001,0.0,2.0,-0.25,0.75,89.0,7.25,8343.518000364305,2.0
29,7,3,0.10204105896824717,3442.2319999999986,2004.3470000000004,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.882,0.0,2.0,-0.4,1.0,59.0,7.6,3832.9909992218018,0.0
30,8,0,0.09943191172384026,946.1899999999997,2728.2599999999998,469.274,95.629,29.084,0.0,31.482,396.672,128.89,0.0,305.79600000000005,0.0,1.0,-0.2,1.0,82.0,7.8,13293.2480006218,0.0
30,8,1,0.07481624304311597,897.0860000000001,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.7419999999997,0.0,0.0,121.03500000000001,0.0,2.0,-0.25,0.75,89.0,7.25,8343.518000364305,2.0
30,8,2,0.10204105896824717,3442.2319999999986,2004.3470000000004,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.882,0.0,2.0,-0.4,1.0,59.0,7.6,3832.9909992218018,0.0
30,8,3,0.09192955182229205,2212.9540000000015,11360.913000000008,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,2.0,0.2,1.0,183.0,7.4,15490.269999265669,0.0
31,8,0,0.07481624304311597,897.0860000000001,4984.723999999999,727.492,10.606,0.0,0.0,34.202,2237.7419999999997,0.0,0.0,121.03500000000001,0.0,2.0,-0.25,0.75,89.0,7.25,8343.518000364305,2.0
31,8,1,0.10204105896824717,3442.2319999999986,2004.3470000000004,74.88000000000001,33.266,0.0,0.0,58.04899999999999,428.97200000000004,68.278,0.0,210.882,0.0,2.0,-0.4,1.0,59.0,7.6,3832.9909992218018,0.0
31,8,2,0.09192955182229205,2212.9540000000015,11360.913000000008,1101.017,38.453,0.0,0.0,63.16,1422.5479999999998,0.0,0.0,423.215,0.0,2.0,0.2,1.0,183.0,7.4,15490.269999265669,0.0
